CASENUM,VEH_NO,TRAILER_NO,VehicleDescriptor,VINDecodedOn,VINDecodeError,VehicleTypeId,VehicleType,ManufacturerFullNameId,ManufacturerFullName,MakeId,Make,ModelId,Model,ModelYear,Series,Trim,PlantCountryId,PlantCountry,PlantState,PlantCity,PlantCompanyName,Note,BodyClassId,BodyClass,GrossVehicleWeightRatingFromId,GrossVehicleWeightRatingFrom,GrossVehicleWeightRatingToId,GrossVehicleWeightRatingTo,TrailerBodyTypeId,TrailerBodyType,TrailerTypeConnectionId,TrailerTypeConnection,TrailerLengthFT,OtherTrailerInfo,AxlesCount,AxleConfigurationId,AxleConfiguration
202103379626,2,1,1DW1A281*FS******,2022-07-10 03:16:04,0,6,TRAILER,13506,"STOUGHTON TRAILERS, INC.",3414,STOUGHTON TRAILERS,7701,Stoughton trailers,2015,,,6,UNITED STATES (USA),WISCONSIN,STOUGHTON,"Stoughton Trailers, INC",,61,Trailer,,,,,36,Van Trailer,4,Straight Semi/Semi Trailer,28.000,,1,,
202103381861,2,1,1UYVS253*K6******,2022-07-10 03:16:04,0,6,TRAILER,10289,UTILITY TRAILER MANUFACTURING COMPANY,10138,UTILITY TRAILER MANUFACTURER,26222,Utility Trailer Manufacturer,2019,,,6,UNITED STATES (USA),VIRGINIA,MARION,,,61,Trailer,,,,,36,Van Trailer,4,Straight Semi/Semi Trailer,53.000,,2,,
202103383161,1,1,13N64820*E3******,2022-07-10 03:16:04,0,6,TRAILER,12268,FONTAINE COMMERCIAL PLATFORM,1128,FONTAINE TRAILER CO.,4416,Fontaine Trailer Co.,2014,,,6,UNITED STATES (USA),ALABAMA,SPRINGVILLE,,Optional Features: None,61,Trailer,,,,,,,,,48.000,Body Type: Telescopic Dbl Drop Platform Trailer,2,,
202103384728,1,1,2M513162*K1******,2022-07-10 03:16:04,0,6,TRAILER,5771,THE CANAM MANAC GROUP INC,7933,MANAC,21215,Manac Trailer,2019,,,1,CANADA,QUEBEC,ST. GEORGES,,,61,Trailer,,,,,6,Flat Bed Trailer/Platform Trailer,,,162.000,Trailer Length in decimeters,3,,
202103386069,2,1,5HTAB442*97******,2022-07-10 03:16:04,0,6,TRAILER,5564,"HEIL TRAILER INTERNATIONAL, CO",2365,"HEIL TRAILER INTERNATIONAL, CO.",6142,"Heil Trailer International, Co.",2009,,,6,UNITED STATES (USA),TENNESSEE,ATHENS,,Body Shape: Straight Elliptical,61,Trailer,,,,,15,Tank Trailer,,,44.000,AL 306/406,2,,
202103386279,1,1,1PMA2442*95******,2022-07-10 03:16:04,0,6,TRAILER,6179,"POLAR TANK TRAILER, LLC",2921,POLAR TANK TRAILER,6874,Polar Tank Trailer,2009,,,6,UNITED STATES (USA),MISSOURI,SPRINGFIELD,,,61,Trailer,,,,,15,Tank Trailer,30,Other,44.000,Vessel Code: DOT 406,2,,
202103387449,3,1,1DW1A532*ES******,2022-07-10 03:16:04,0,6,TRAILER,13506,"STOUGHTON TRAILERS, INC.",3414,STOUGHTON TRAILERS,7701,Stoughton trailers,2014,,,6,UNITED STATES (USA),WISCONSIN,STOUGHTON,"Stoughton Trailers, INC",,61,Trailer,,,,,36,Van Trailer,4,Straight Semi/Semi Trailer,53.000,,2,,
202103388808,2,1,1GRDM022*2M******,2022-07-10 03:16:04,0,6,TRAILER,1073,GREAT DANE TRAILERS,520,GREAT DANE TRAILERS,13436,Great Dane Trailers,2002,,,6,UNITED STATES (USA),TENNESSEE,MEMPHIS,,,61,Trailer,,,,,61,Drop Deck Trailer,4,Straight Semi/Semi Trailer,2.000,Body Type = Straight Deck/ Extendable,2,,
202103390161,1,1,13UDT920*K1******,2022-07-10 03:16:04,0,6,TRAILER,16086,"BESTRAILERS,  INC",5693,BESTRAILERS,14912,BesTrailers,2019,3500,,6,UNITED STATES (USA),GEORGIA,ALBANY,,,61,Trailer,,,,,,,,,92.000,"Frame width: 55""- 60""",0,,
202103393838,1,1,1UYVS253*FU******,2022-07-10 03:16:04,0,6,TRAILER,10289,UTILITY TRAILER MANUFACTURING COMPANY,10138,UTILITY TRAILER MANUFACTURER,26222,Utility Trailer Manufacturer,2015,,,6,UNITED STATES (USA),UTAH,CLEARFIELD,,,61,Trailer,,,,,36,Van Trailer,4,Straight Semi/Semi Trailer,53.000,,2,,
202103396147,1,1,4U3J0533*EL******,2022-07-10 03:16:04,0,6,TRAILER,9213,"BULL MOOSE HEAVY HAUL, INC",6869,X-L SPECIALIZED TRAILERS INC,18367,X-L SPECIALIZED TRAILERS INC,2014,,,6,UNITED STATES (USA),IOWA,MANCHESTER,,,61,Trailer,,,,,,,,,53.000,"Front-loading Detachable/Non-Rigid Neck (MFG, MDE, HDG, HDE, Folding Goose Neck)",3,,
202103396154,2,1,1W9BU182*LL364***,2022-07-10 03:16:04,0,6,TRAILER,9206,WYATT'S TRAILER SALES,7672,WYATT'S,20667,Wyatt's Trailer,2020,,,6,UNITED STATES (USA),TEXAS,LONGVIEW,,,61,Trailer,,,,,16,Utility Trailer,1,Ball Type Pull,18.000,,2,,
202103399797,1,1,5V8VC532*NM******,2022-07-10 03:16:04,1,6,TRAILER,16522,VANGUARD NATIONAL TRAILER CORPORATION (VNTC),6474,VANGUARD NATIONAL TRAILER CORPORATION (VNTC),17782,VANGUARD NATIONAL TRAILER CORPORATION (VNTC),2022,,,6,UNITED STATES (USA),INDIANA,MONON,,,61,Trailer,,,,,,,,,53.000,Dry Freight Van,2,3,Tandem
202103401353,2,1,1JJV532W*7L******,2022-07-10 03:16:04,0,6,TRAILER,14508,WABASH NATIONAL CORPORATION,4847,WABASH NATIONAL CORPORATION,13327,Wabash National Corporation,2007,,,6,UNITED STATES (USA),INDIANA,LAFAYETTE,,,61,Trailer,,,,,36,Van Trailer,,,53.000,,2,,
202103401526,1,1,3H3V532C*YT******,2022-07-10 03:16:04,0,6,TRAILER,14282,"HYUNDAI DE MEXICO, S.A. DE C.V.",4876,HYUNDAI TRANSLEAD TRAILERS,11496,Hyundai Translead Trailers,2000,,,12,MEXICO,BAJA CALIFORNIA,TIJUANA,,,61,Trailer,,,,,36,Van Trailer,,,53.000,Material: Aluminum/Steel,2,,
202103408307,1,1,53PFB101*BL******,2022-07-10 03:16:04,0,6,TRAILER,5731,"PACE AMERICAN, INC.",2500,PACE AMERICAN,6324,Pace American Trailer,2011,,,6,UNITED STATES (USA),OREGON,,Pace American of Oregon,"GVWR: 1,000-6,000",,,1,"Class 1: 6,000 lb or less (2,722 kg or less)",,,59,Van/Covered Cargo/Enclosed,,,10.000,Length: 6-20 ft; Width: 4-6 ft; Tag ENclosed Cargo,1,,
202103409499,2,1,3H3V532C*LT******,2022-07-10 03:16:04,0,6,TRAILER,14282,"HYUNDAI DE MEXICO, S.A. DE C.V.",4876,HYUNDAI TRANSLEAD TRAILERS,11496,Hyundai Translead Trailers,2020,,,12,MEXICO,BAJA CALIFORNIA,TIJUANA,,,61,Trailer,,,,,36,Van Trailer,,,53.000,Material: Aluminum/Steel,2,,
202103415575,1,1,1JJV532B*AL******,2022-07-10 03:16:04,0,6,TRAILER,14508,WABASH NATIONAL CORPORATION,4847,WABASH NATIONAL CORPORATION,10945,Refrigerated Van,2010,,,6,UNITED STATES (USA),INDIANA,LAFAYETTE,,,61,Trailer,,,,,36,Van Trailer,,,53.000,,2,,
202103418122,2,1,1UYVS253*H7******,2022-07-10 03:16:04,0,6,TRAILER,10289,UTILITY TRAILER MANUFACTURING COMPANY,10138,UTILITY TRAILER MANUFACTURER,26222,Utility Trailer Manufacturer,2017,,,6,UNITED STATES (USA),VIRGINIA,GLADE SPRING,,,61,Trailer,,,,,36,Van Trailer,4,Straight Semi/Semi Trailer,53.000,,2,,
202103418492,1,1,1UYVS253*9U******,2022-07-10 03:16:04,0,6,TRAILER,10289,UTILITY TRAILER MANUFACTURING COMPANY,10138,UTILITY TRAILER MANUFACTURER,26222,Utility Trailer Manufacturer,2009,,,6,UNITED STATES (USA),UTAH,CLEARFIELD,,,61,Trailer,,,,,36,Van Trailer,4,Straight Semi/Semi Trailer,53.000,,2,,
202103422382,2,1,LJRC5426*D1******,2022-07-10 03:16:04,0,6,TRAILER,9950,"CIMC VEHICLES GROUP CO., LTD.",4101,CIMC VEHICLES GROUP CO,8811,CIMC VEHICLES GROUP CO,2013,,,8,CHINA,,SHENZHEN,,"GVWR = 30,000-34,990kg",61,Trailer,9,"Class 8: 33,001 lb and above (14,969 kg and above)",,,109,Container Chassis/Container Trailer,,,54.000,,2,,
202103422646,2,1,53BPTEA2*HU******,2022-07-10 03:16:04,0,6,TRAILER,6339,"LGS INDUSTRIES, INC.",1919,LGS INDUSTRIES,5448,Pace,2017,,,6,UNITED STATES (USA),GEORGIA,,,,61,Trailer,,,,,5,Enclosed Trailer,1,Ball Type Pull,19.000,Length = 10-19,2,,
202103429223,1,1,4WW4432A*G7******,2022-07-10 03:16:04,0,6,TRAILER,11681,WILSON TRAILER CO.,3855,WILSON TRAILER CO.,8390,Wilson Trailer Co.,2016,,,6,UNITED STATES (USA),SOUTH DAKOTA,LENNOX,,Type of suspension: Air Ride,61,Trailer,,,,,101,Other,,,43.000,Grain Trailer,2,,
202103431124,2,1,5YCBE162*FH******,2022-07-10 03:16:04,0,6,TRAILER,9309,"ARISING INDUSTRIES, INC",852,"ARISING INDUSTRIES, INC",4036,"ARISING INDUSTRIES, INC",2015,,,6,UNITED STATES (USA),GEORGIA,HAZLEHURST,,,61,Trailer,,,,,5,Enclosed Trailer,1,Ball Type Pull,16.000,,2,,
202103431855,1,1,1KKVE532*KL******,2022-07-10 03:16:04,0,6,TRAILER,2340,KENTUCKY MANUFACTURING CO.,2048,KENTUCKY MANUFACTURING CO./ KENTUCKY TRAILER/ KENTUCKY TRAILER TECH,5803,Kentucky Manufacturing Co./ Kentucky Trailer/ Kentucky Trailer Tech,2019,,,6,UNITED STATES (USA),KENTUCKY,LOUISVILLE,Kentucky Manufacturing Co.,,61,Trailer,,,,,36,Van Trailer,,,53.000,Body Type - Electronics,2,,
202103433099,1,1,1PMS3432*V1******,2022-07-10 03:16:04,0,6,TRAILER,6179,"POLAR TANK TRAILER, LLC",2921,POLAR TANK TRAILER,6874,Polar Tank Trailer,1997,,,6,UNITED STATES (USA),MINNESOTA,OPOLE,,,61,Trailer,,,,,15,Tank Trailer,,,43.000,Vessel Code: DOT 407,2,,
202103433887,2,1,1GRAA062*CB******,2022-07-10 03:16:04,0,6,TRAILER,1073,GREAT DANE TRAILERS,520,GREAT DANE TRAILERS,13436,Great Dane Trailers,2012,,,6,UNITED STATES (USA),INDIANA,BRAZIL,,,61,Trailer,,,,,,,4,Straight Semi/Semi Trailer,53.000,Dry Freight Van / Reefer Van / Insulated Van,2,,
202103434051,1,1,1TDH4302*5B******,2022-07-10 03:16:04,0,6,TRAILER,8330,TIMPTE INC.,5331,"TIMPTE, INC",13636,Timpte,2005,,,6,UNITED STATES (USA),NEBRASKA,DAVID CITY,,"Seventh VIN position indicates the additional length of the trailer to the nearest inch up to 9 inches. If the additional length is 10 inches or more the seventh character is zero (0) and the sixth character will be increased to the next foot. For example : a 42ft 9in trailer will be represent in VIN position 5, 6 & 7 as ""429"" and a 42ft 10in. trailer will be represented in VIN position 5 , 6 & 7 as ""430"" respectively.",61,Trailer,,,,,174,Dry Bulk Trailer,,,43.000,Dry Bulk-Bottom Hopper,2,,
202103437696,2,1,1TKJ0482*JM******,2022-07-10 03:16:04,0,6,TRAILER,13498,TRAIL KING INDUSTRIES,3251,TRAIL KING INDUSTRIES,7386,TRAIL KING INDUSTRIES,2018,,,6,UNITED STATES (USA),SOUTH DAKOTA,MITCHELL,,Configuration: Position not used at this time.,61,Trailer,,,,,,,,,48.000,"Trailer Length: Inverted Hoist= Add 2FT( but leave the unit part # as is)   Extend Apron = Add 1 Ft( if apron 14"" extended floor plate)",2,,
202103440384,2,1,1DW1A532*HS******,2022-07-10 03:16:04,0,6,TRAILER,13506,"STOUGHTON TRAILERS, INC.",3414,STOUGHTON TRAILERS,7701,Stoughton trailers,2017,,,6,UNITED STATES (USA),WISCONSIN,STOUGHTON,"Stoughton Trailers, INC",,61,Trailer,,,,,36,Van Trailer,4,Straight Semi/Semi Trailer,53.000,,2,,
202103440432,2,1,4WXGD192*M1******,2022-07-10 03:16:04,0,6,TRAILER,4618,MORITZ INTERNATIONAL INC.,2740,MORITZ INTERNATIONAL,6657,Moritz International,2021,,,6,UNITED STATES (USA),OHIO,MANSFIELD,,,61,Trailer,,,,,4,Dump Trailer/Dumping Trailer,3,Gooseneck,19.000,,2,,
202103440796,2,1,4V0TC312*CB******,2022-07-10 03:16:04,0,6,TRAILER,13338,DS CORP,897,DS CORP DBA CROSSROADS RV,5617,DS Corp dba Crossroads RV,2012,Cross Roads,,6,UNITED STATES (USA),INDIANA,TOPEKA,Plant 2,,61,Trailer,,,,,,,30,Other,31.000,,2,,
202103441530,2,1,5WSABB23*LN******,2022-07-10 03:16:04,0,6,TRAILER,10142,WALKER STAINLESS EQUIPMENT CO,1092,BULK TANK INTERNATIONAL,22683,NON-DOT/TC Spec (3A/FOODGRADE/WATER/FERTILIZER/SEPTIC/DRY BULK/ETC.),2020,,,6,UNITED STATES (USA),WISCONSIN,NEW LISBON,,,61,Trailer,,,,,15,Tank Trailer,4,Straight Semi/Semi Trailer,,Length of Trailer: 40-49 feet,2,,
202103442955,1,1,4S9BU182*MG531***,2022-07-10 03:16:04,0,6,TRAILER,19490,SUPERIOR TRAILERS LLC,3109,SUPERIOR TRAILERS LLC,26601,Superior Trailers LLC,2021,,,6,UNITED STATES (USA),TEXAS,GAINESVILLE,,,61,Trailer,,,,,16,Utility Trailer,1,Ball Type Pull,18.000,,2,,
202103444715,1,1,1T9BU262*5M789***,2022-07-10 03:16:04,0,6,TRAILER,5899,TEXAS TRUCK AND TRAILER,4371,TEXAS TRUCK AND TRAILER,9176,Texas Truck and Trailer,2005,,,51,URUGUAY,TEXAS,MT. PLEASANT,,,61,Trailer,,,,,16,Utility Trailer,1,Ball Type Pull,26.000,,2,,
202103445902,2,1,1E1D1P38*5R******,2022-07-10 03:16:04,0,6,TRAILER,5338,EAST MANUFACTURING CORP.,1334,EAST MANUFACTURING CORP.,4686,East Manufacturing Corp,2005,,,6,UNITED STATES (USA),OHIO,RANDOLPH,,,61,Trailer,9,"Class 8: 33,001 lb and above (14,969 kg and above)",,,4,Dump Trailer/Dumping Trailer,30,Other,32.000,Steel Frame,3,,
202103446916,1,1,4X4TCKD2*8K******,2022-07-10 03:16:04,0,6,TRAILER,1084,"FOREST RIVER, INC.",531,FOREST RIVER,2393,Cherokee,2008,,,6,UNITED STATES (USA),OREGON,DALLAS,,Address: 1430 South East Uglow,61,Trailer,,,,,21,Travel Trailer,,,28.000,,2,,
202103447743,1,1,5C2BB37B*GM******,2022-07-10 03:16:04,0,6,TRAILER,15683,"CLEMENT INDUSTRIES, INC.",5405,CLEMENT INDUSTRIES,13961,Clement,2016,,,6,UNITED STATES (USA),LOUISIANA,MINDEN,"Clement Industries, Inc",,61,Trailer,,,,,101,Other,4,Straight Semi/Semi Trailer,37.000,Tandem Axle,2,,
202103450547,1,1,1GRAA062*AW******,2022-07-10 03:16:04,0,6,TRAILER,1073,GREAT DANE TRAILERS,520,GREAT DANE TRAILERS,13436,Great Dane Trailers,2010,,,6,UNITED STATES (USA),NEBRASKA,WAYNE,,,61,Trailer,,,,,36,Van Trailer,4,Straight Semi/Semi Trailer,53.000,Trailer Type = Dry Freight/ Reefer/ Insulated Van,2,,
202103451593,1,1,1GRAA962*SS******,2022-07-10 03:16:04,0,6,TRAILER,1073,GREAT DANE TRAILERS,520,GREAT DANE TRAILERS,13436,Great Dane Trailers,1995,,,6,UNITED STATES (USA),GEORGIA,SAVANNAH,,,61,Trailer,,,,,36,Van Trailer,4,Straight Semi/Semi Trailer,96.000,Trailer Type = Dry Freight/ Reefer/ Insulated Van,2,,
202103451691,1,1,42XBB222*MF******,2022-07-10 03:16:04,0,6,TRAILER,1658,"JDCI ENTERPRISES, INC.",2761,JDCI ENTERPRISES INC.,6687,JDCI Enterprises Inc.,2021,,,6,UNITED STATES (USA),FLORIDA,FORT MYERS,,,61,Trailer,,,,,,,,,22.000,Type of Trailer: Boatmaster Series,2,,
202103454279,2,1,5V8VC532*9M******,2022-07-10 03:16:04,1,6,TRAILER,16522,VANGUARD NATIONAL TRAILER CORPORATION (VNTC),6474,VANGUARD NATIONAL TRAILER CORPORATION (VNTC),17782,VANGUARD NATIONAL TRAILER CORPORATION (VNTC),2009,,,6,UNITED STATES (USA),INDIANA,MONON,,,61,Trailer,,,,,,,,,53.000,Dry Freight Van,2,3,Tandem
202103454580,2,1,58SBM182*ME******,2022-07-10 03:16:04,0,6,TRAILER,1509,EAST TEXAS TRAILERS,1358,EAST TEXAS TRAILERS,4701,East Texas Trailers,2021,,,6,UNITED STATES (USA),TEXAS,PETTY,,,61,Trailer,,,,,23,Equipment Trailer,14,Bumper Pull,18.000,,2,,
202103454870,3,1,1TTF532C*H3******,2022-07-10 03:16:04,0,6,TRAILER,8231,TRANSCRAFT CORPORATION,10511,TRANSCRAFT,27663,Combo Steel/Alum Flatbed,2017,,,6,UNITED STATES (USA),KENTUCKY,CADIZ,,,61,Trailer,,,,,6,Flat Bed Trailer/Platform Trailer,6,Kingpin,53.000,,2,,
202103458787,1,1,1JJV532D*GL******,2022-07-12 00:43:42,0,6,TRAILER,14508,WABASH NATIONAL CORPORATION,4847,WABASH NATIONAL CORPORATION,10942,Dry Van Duraplate,2016,,,6,UNITED STATES (USA),INDIANA,LAFAYETTE,,,61,Trailer,,,,,36,Van Trailer,,,53.000,,2,,
202103459015,1,1,1B9F3162*VG077***,2022-07-12 00:43:42,0,6,TRAILER,16869,B-LINE CORPORATION,7234,B-LINE CORPORATION,19554,B-Line Corporation,1997,3500,,6,UNITED STATES (USA),COLORADO,GREELEY,,,61,Trailer,,,,,6,Flat Bed Trailer/Platform Trailer,,,16.000,,2,,
202103459150,1,1,1JJV532D*HL******,2022-07-12 00:43:42,0,6,TRAILER,14508,WABASH NATIONAL CORPORATION,4847,WABASH NATIONAL CORPORATION,10942,Dry Van Duraplate,2017,,,6,UNITED STATES (USA),INDIANA,LAFAYETTE,,,61,Trailer,,,,,36,Van Trailer,,,53.000,,2,,
202103459412,1,1,1JJV532B*DL******,2022-07-10 03:16:04,0,6,TRAILER,14508,WABASH NATIONAL CORPORATION,4847,WABASH NATIONAL CORPORATION,10945,Refrigerated Van,2013,,,6,UNITED STATES (USA),INDIANA,LAFAYETTE,,,61,Trailer,,,,,36,Van Trailer,,,53.000,,2,,
202103459412,2,1,5RVUT162*HP******,2022-07-10 03:16:04,0,6,TRAILER,8916,LAMAR TRAILERS INC.,6413,LAMAR TRAILERS,17669,LAMAR TRAILERS,2017,,,6,UNITED STATES (USA),TEXAS,SUMNER,,,61,Trailer,,,,,16,Utility Trailer,14,Bumper Pull,16.000,,2,,
202103460423,1,1,1S9E0121*81303***,2022-07-10 03:16:04,1,6,TRAILER,13596,"SUN COAST TRAILER MANUFACTURERS, INC.",4343,SUN COAST TRAILER,9147,Sun Coast Trailer,2008,,,6,UNITED STATES (USA),FLORIDA,CORAL SPRINGS,"Sun Coast Trailer Manufacturers, Inc.",,61,Trailer,,,,,5,Enclosed Trailer,,,12.000,Body Type: Zero,1,,
202103460653,2,1,4YMBU081*JG******,2022-07-10 03:16:04,0,6,TRAILER,13315,"CARRY-ON TRAILER, INC.",4933,CARRY-ON TRAILER,12040,Carry-On Trailer,2018,,,6,UNITED STATES (USA),GEORGIA,LAONIA,,,61,Trailer,,,,,32,Open Bed Trailer,1,Ball Type Pull,8.000,,1,,
202103465377,1,1,1GR1A062*KE******,2022-07-10 03:16:04,0,6,TRAILER,1073,GREAT DANE TRAILERS,520,GREAT DANE TRAILERS,13436,Great Dane Trailers,2019,,,6,UNITED STATES (USA),GEORGIA,STATESBORO,,,61,Trailer,,,,,,,6,Kingpin,53.000,"Semitrailer - dry freight, reefer, or insulated van",2,,
202103466007,2,1,1GRAA962*6D******,2022-07-10 03:16:04,0,6,TRAILER,1073,GREAT DANE TRAILERS,520,GREAT DANE TRAILERS,13436,Great Dane Trailers,2006,,,6,UNITED STATES (USA),PENNSYLVANIA,DANVILLE,,Effective 12/01/01,61,Trailer,,,,,36,Van Trailer,4,Straight Semi/Semi Trailer,96.000,Trailer Type = Dry Freight/ Reefer/ Insulated Van,2,,
202103466353,1,1,1GRAA062*7J******,2022-07-10 03:16:04,0,6,TRAILER,1073,GREAT DANE TRAILERS,520,GREAT DANE TRAILERS,13436,Great Dane Trailers,2007,,,6,UNITED STATES (USA),ARKANSAS,JONESBORO,,,61,Trailer,,,,,36,Van Trailer,4,Straight Semi/Semi Trailer,6.000,Trailer Type = Dry Freight/ Reefer/ Insulated Van,2,,
202103468335,1,1,LJRC4126*J1******,2022-07-10 03:16:04,0,6,TRAILER,9950,"CIMC VEHICLES GROUP CO., LTD.",4101,CIMC VEHICLES GROUP CO,8811,CIMC VEHICLES GROUP CO,2018,,,8,CHINA,,SHENZHEN,,"GVWR = 30,000-34,990kg",61,Trailer,9,"Class 8: 33,001 lb and above (14,969 kg and above)",,,109,Container Chassis/Container Trailer,,,41.000,,2,,
202103468378,2,1,4YMBU081*HG******,2022-07-10 03:16:04,0,6,TRAILER,13315,"CARRY-ON TRAILER, INC.",4933,CARRY-ON TRAILER,12040,Carry-On Trailer,2017,,,6,UNITED STATES (USA),GEORGIA,LAONIA,,,61,Trailer,,,,,32,Open Bed Trailer,1,Ball Type Pull,8.000,,1,,
202103472963,2,1,16V1U171*M4******,2022-07-10 03:16:04,0,6,TRAILER,9132,"BIG TEX TRAILER MANUFACTURING, LLC",1136,BIG TEX,5625,Big Tex,2021,,,6,UNITED STATES (USA),IDAHO,CALDWELL,"Big Tex Trailer Manufacturing, Inc.",,61,Trailer,,,,,16,Utility Trailer,14,Bumper Pull,17.000,,1,,
202103476597,2,1,3H3V532C*AT******,2022-07-10 03:16:04,0,6,TRAILER,14282,"HYUNDAI DE MEXICO, S.A. DE C.V.",4876,HYUNDAI TRANSLEAD TRAILERS,11496,Hyundai Translead Trailers,2010,,,12,MEXICO,BAJA CALIFORNIA,TIJUANA,,,61,Trailer,,,,,36,Van Trailer,,,53.000,Material: Aluminum/Steel,2,,
202103477175,1,1,4FPFB142*SG******,2022-07-10 03:16:04,0,6,TRAILER,1489,PACE AMERICAN OF GEORGIA INC.,2500,PACE AMERICAN,6324,Pace American Trailer,1995,,,6,UNITED STATES (USA),GEORGIA,,Pace American of Georgia,,,,1,"Class 1: 6,000 lb or less (2,722 kg or less)",,,59,Van/Covered Cargo/Enclosed,,,14.000,Length: 6-20 ft; Width: 4-6 ft; Dump or Enclosed Cargo,2,,
202103478390,1,1,1GRAA062*JK******,2022-07-10 03:16:04,0,6,TRAILER,1073,GREAT DANE TRAILERS,520,GREAT DANE TRAILERS,13436,Great Dane Trailers,2018,,,6,UNITED STATES (USA),ILLINOIS,KEWANEE,,,61,Trailer,,,,,,,4,Straight Semi/Semi Trailer,53.000,"Semitrailer - Dry Freight Van, Reefer Van, Insulated Van",2,,
202103478505,2,1,1GRAP962*JK******,2022-07-10 03:16:04,0,6,TRAILER,1073,GREAT DANE TRAILERS,520,GREAT DANE TRAILERS,13436,Great Dane Trailers,2018,,,6,UNITED STATES (USA),ILLINOIS,KEWANEE,,,61,Trailer,,,,,,,4,Straight Semi/Semi Trailer,48.000,"Semitrailer - Dry Freight Van, Reefer Van, Insulated Van",2,,
202103479530,1,1,1WC200F2*64******,2022-07-12 00:43:42,0,6,TRAILER,16014,"UNIVERSAL TRAILER CARGO GROUP, INC.",6062,WELLS CARGO,15857,Wells Cargo Trailer,2006,,,6,UNITED STATES (USA),UTAH,,,,61,Trailer,,,,,5,Enclosed Trailer,,,,14 to less than 16 ft,2,,
202103482130,2,1,1MDASAU2*NA******,2022-07-10 03:16:04,0,6,TRAILER,3805,MIDWEST INDUSTRIES INC,6317,SHORELAND'R,24784,ShoreLand'r,2022,B46TCBL OEM,,6,UNITED STATES (USA),IOWA,IDA GROVE,,,61,Trailer,,,,,2,Boat Trailer,,,23.000,,2,,
202103483295,1,1,145D412S*JL******,2022-07-10 03:16:04,1,6,TRAILER,15105,"HYUNDAI STEEL INDUSTRIES, INC.",5048,"HYUNDAI STEEL INDUSTRIES, INC.",12435,"Hyundai Steel Industries, Inc.",2018,,,6,UNITED STATES (USA),CALIFORNIA,LONG BEACH,,,61,Trailer,,,,,4,Dump Trailer/Dumping Trailer,,,41.000,Material: Steel,2,,
202103488869,2,1,5ZT3CSTB*LG******,2022-07-10 03:16:04,1,6,TRAILER,1084,"FOREST RIVER, INC.",531,FOREST RIVER,3086,Crusader,2020,,,6,UNITED STATES (USA),INDIANA,WAKARUSA,,Address: 400 SR 19 N,,,,,,,26,Fifth Wheel,5,Fifth Wheel,28.000,,,3,Tandem
202103491161,1,1,3H3V532C*LR******,2022-07-10 03:16:04,0,6,TRAILER,14282,"HYUNDAI DE MEXICO, S.A. DE C.V.",4876,HYUNDAI TRANSLEAD TRAILERS,11496,Hyundai Translead Trailers,2020,,,12,MEXICO,BAJA CALIFORNIA,ROSARITO,,,61,Trailer,,,,,36,Van Trailer,,,53.000,Material: Aluminum/Steel,2,,
202103492721,2,1,1CD2L452*EA******,2022-07-10 03:16:04,0,6,TRAILER,1622,"CLARK TRAILER SERVICE, INC.",1676,CLARK TRAILER SERVICE,5086,CLARK TRAILER SERVICE,2014,,,6,UNITED STATES (USA),ALABAMA,ANDALUSIA,,,61,Trailer,,,,,,,4,Straight Semi/Semi Trailer,45.000,Unit Line-Semi Trailer w/ weld-in stationary kingpin connector,2,,
202103493079,1,1,1XNBU121*K1******,2022-07-10 03:16:04,0,6,TRAILER,15744,"TRIPLE CROWN TRAILERS, LLC",5454,"TRIPLE CROWN TRAILERS, INC",29556,"Triple Crown Trailers, Inc",2019,,,6,UNITED STATES (USA),FLORIDA,OCALA,,,61,Trailer,,,,,16,Utility Trailer,1,Ball Type Pull,12.000,,1,,
202103494140,1,1,1UYVS245*HP******,2022-07-10 03:16:04,0,6,TRAILER,10289,UTILITY TRAILER MANUFACTURING COMPANY,10138,UTILITY TRAILER MANUFACTURER,26222,Utility Trailer Manufacturer,2017,,,6,UNITED STATES (USA),ARKANSAS,PARAGOULD,,,61,Trailer,,,,,36,Van Trailer,4,Straight Semi/Semi Trailer,45.000,,2,,
202103497181,2,1,1RNF45A2*6R******,2022-07-10 03:16:04,0,6,TRAILER,3579,"REITNOUER, INC.",5594,REITNOUER INC,14493,Reitnouer Inc Trailers,2006,,,6,UNITED STATES (USA),PENNSYLVANIA,READING,,,61,Trailer,9,"Class 8: 33,001 lb and above (14,969 kg and above)",,,6,Flat Bed Trailer/Platform Trailer,6,Kingpin,45.000,Airride,2,,
202103497355,2,1,16V3F382*M6******,2022-07-10 03:16:04,0,6,TRAILER,9132,"BIG TEX TRAILER MANUFACTURING, LLC",1136,BIG TEX,5625,Big Tex,2021,,,6,UNITED STATES (USA),TEXAS,WILLS POINT,"Big Tex Trailer Manufacturing, Inc.",,61,Trailer,,,,,6,Flat Bed Trailer/Platform Trailer,3,Gooseneck,38.000,,2,,
202103499060,2,1,1GRAP962*ET******,2022-07-10 03:16:04,0,6,TRAILER,1073,GREAT DANE TRAILERS,520,GREAT DANE TRAILERS,13436,Great Dane Trailers,2014,,,6,UNITED STATES (USA),INDIANA,TERRE HAUTE,,,61,Trailer,,,,,,,4,Straight Semi/Semi Trailer,48.000,Dry Freight Van / Reefer Van / Insulated Van,2,,
